ID	USER	AGENT	INTENT	ENTITIES	SLOTS
conv1971	" bonjour, j'ai déjà eu une conversation avec vous et je viens d'être "" "" coupée "" "" avec ;2   pouvez vous relancer Chronopost puisque le colis est arrivé chez eux le 1er octobre et nous sommes le 10 octobre."	 je regarde	['CommuncationInterruption', 'deliveryNews']	[{'transporter': 'Chronopost'}, {'date': '1er octobre'}, {'date': '10 octobre'}]	[{'Store name': 'Parfum moins cher'}, {'topic': 'news'}, {'info': 'order 00'}]
	 colis X - commande du 15/09/18 N° 00	 ma collègue a fait le nécessaire auprès de Chronopost  je vous invite à revenir vers nous demain, le temps qu'une réponse nous soit apportée  si votre colis n'est pas localisé d'ici là, nous vous proposerons le renvoi ou le remboursement	['rien']	[{'date': '15/09/18'}, {'order': '00'}]	[{'Store name': 'Parfum moins cher'}, {'topic': 'news'}, {'info': 'order 00'}]
	 depuis votre intervention aucune nouvelle de Chronopost et vous pensez que demain il y en aura une ? la dernière fois que vous m'avez proposé de reprendre contact le lendemain, le système conversation ne fonctionnait pas. j'ai donc appelé le service client à 40 centimes la minute etc etc etc ! ! ! ! je suis furieuse	 je suis sincèrement désolée  oui nous avons relancé Chronopost car cette situation est inacceptable	['CustomerComplaint']	[{'transporter': 'Chronopost'}, {'date': 'lendemain'}, {'channel': 'système conversation'}, {'bug': 'fonctionnait'}, {'customer': 'service client'}, {'mood': 'furieuse'}]	[{'Store name': 'Parfum moins cher'}, {'topic': 'news'}, {'info': 'order 00'}, {'complaint': 'no answer'}]
	 le remboursement ne me convient pas. il s'agissait d'un cadeau donc je persiste à dire qu'il s'agit probablement d'un vol chez Chronopost donc à eux de régler le problème	 si Chronopost est dans l'incapacité de localiser votre colis, nous vous proposerons le renvoi ou le remboursement, je vous invite à revenir vers nous sur le tchat	['deliveryNews']	[{'refund': 'remboursement'}, {'present': 'cadeau'}, {'transporter': 'Chronopost'}]	[{'Store name': 'Parfum moins cher'}, {'topic': 'news'}, {'info': 'order 00'}, {'complaint': 'no answer'}, {'operation': 'resend'}]
	 au revoir	 je vous présente de nouveau toutes nos excuses	['goodbye']	[]	[{'Store name': 'Parfum moins cher'}, {'topic': 'news'}, {'info': 'order 00'}, {'complaint': 'no answer'}, {'operation': 'resend'}]
					
conv1973	 oui je voulais commander un parfum combien du temps pour être livrer car le part en vaconce à la fin du mois	" les délais de livraison sont compris entre : - 7 et 10 jours ouvrés pour une livraison en point relais ( France métropolitaine uniquement - 10 et 14 jours ouvrés pour une livraison "" "" classique "" "" à domicile - 7 et 10 jours ouvrés pour une livraison "" "" express "" "" à domicile"	['deliveryTime']	[{'article': 'parfum'}, {'delivery': 'livrer'}, {'date': 'fin du mois'}]	[{'Store name': 'Parfum moins cher'}]
	 veut dire dune semaine	" - 7 et 10 jours ouvrés pour une livraison en point relais ( France métropolitaine uniquement - 10 et 14 jours ouvrés pour une livraison "" "" classique "" "" à domicile - 7 et 10 jours ouvrés pour une livraison "" "" express "" "" à domicile"	['AskDetails', 'deliveryTime']	[{'date': 'semaine'}]	[{'Store name': 'Parfum moins cher'}]
	 Ok merci je préfère une livraison expresse a domicile   je valide mon achat	 au nom de toute l'équipe ParfumsMoinsCher.com, je vous souhaite une excellente journée.	['oui', 'deliveryPlace']	[{'delivery': 'livraison'}, {'home': 'domicile'}]	[{'Store name': 'Parfum moins cher'}, {'place': 'home'}]
					
conv1988	 bonjour, les parfums sont expédiés des USA ?2   il peut y avoir des frais de douane ?	 vous n'avez que très peu de chance d'avoir des frais de douane à régler à la livraison de votre commande ( moins de 5 % de nos expéditions en font l'objet ). si tel était le cas, nous nous engageons à vous les rembourser intégralement, comme indiqué dans nos CGV et dans l'email de confirmation de commande. il vous suffit pour cela simplement de nous adresser le justificatif de dédouanement par email à l'adresse suivante : _Email1_.  ai je répondu à vos attentes ?	['deliveryCost']	[{'article': 'parfums'}, {'place': 'USA'}, {'fdp': 'frais de douane'}]	[{'Store name': 'Parfum moins cher'}, {'delivery': ' douane'}]
	 oui merci	au nom de toute l'équipe ParfumsMoinsCher.com, je vous souhaite une excellente journée.	['goodbye']	[]	[{'Store name': 'Parfum moins cher'}, {'delivery': ' douane'}]
					
conv1993	in , please ?2  I have an order : NR : 0201 7041 4639 69773  I do not know Where the order has been delivered ?4  are you taire ?	 thank you for entrusting me with your email please  are you taire ?	['deliveryPlace']	[{'order': '0201 7041 4639 69773'}, {'delivery': 'delivered'}]	[{'Store name': 'Parfum moins cher'}]
	I found out thru UPS.	great ! bye	['rien']	[{'transporter': 'UPS'}]	[{'Store name': 'Parfum moins cher'}]
					
conv2013	bonjour je souhaiterai savoir le prix de mon Guerlain en eau de parfum svp  de Chanel en eau de parfum également	 nous sommes sincèrement désolés mais nous ne pouvons proposer de produits de la marque Chanel pour le moment. nous vous invitons à vous rendre régulièrement sur notre site ou à vous inscrire à la newsletter afin de vous tenir informée des dernières nouveautés.	['ProductPrice']	[{'article': 'Guerlain'}, {'article': 'Chanel'}]	[{'Store name': 'Parfum moins cher'}, {'article': 'Guerlain+Chanel'}]
	et pour Guerlain	 je vous laisse suivre ce lien  https://www.parfumsmoinscher.com/search.php?orderby=position&orderway=desc&search_query=mon + guerlain+&submit_search =  vous allez découvrir toute la gamme de ce parfum  je suis à votre service, n'hésitez pas si vous avez d'autres questions ou besoin de conseils.	['ProductPrice']	[{'article': 'Guerlain'}]	[{'Store name': 'Parfum moins cher'}, {'article': 'Guerlain+Chanel'}, {'article': 'Guerlain'}]
					
conv2044	bonjour j'ai passé une commande numéro 00 le 22/09 on est le 27 toujours rien reçu et c'est pour un. anniversaire samedi etc etc où en est la livraison car aucune info de votre part  merci	 je regarde, je vous demande un instant.	['deliveryNews']	[{'order': '00'}, {'date': '22/09'}, {'date': 'le 27'}, {'date': 'samedi'}, {'delivery': 'livraison'}]	[{'Store name': 'Parfum moins cher'}, {'order_nbr': '00'}]
	ok	 votre commande a bien été expédiée par nos services le 24 Septembre. comme indiqué lors du passage de votre commande, le délai de livraison avec l'option choisie est généralement compris entre 7 et 10 jours ouvrés à partir de la date d'expédition. je vous invite à suivre l'acheminement de votre colis :  https://www.chronopost.fr/tracking-no-cms/suivi-page?langue=fr&listeNumerosLT=XT13719780FR	['rien']	[]	[{'Store name': 'Parfum moins cher'}, {'order_nbr': '00'}]
					
conv2067	 _Email1_2   bonjour un article de ma commande a été retourné que doit je faire maintenant, merci	 pourriez vous m'indiquer votre numéro de commande s'il vous plaît ?  êtes vous toujours en ligne ?	['delivery']	[{'email': '_Email1_'}, {'resend': 'retourné'}]	[{'Store name': 'Parfum moins cher'}, {'separated': 'returned'}]
	 oui mon N de commande	au nom de toute l'équipe ParfumsMoinsCher.com, je vous souhaite une excellente journée.	['delivery']	[]	[{'Store name': 'Parfum moins cher'}, {'separated': 'returned'}, {'order_nbr': '?'}]
					
conv2070	j'ai mis le code MDM0 pour une remise et l'on me répond code expire quand un nouveau code remise sinon je diffère ma commande	 le code FDM0 a expiré depuis le 13 Mai	['Discount']	[{'code': 'MDM0'}, {'discount': 'remise'}, {'discount': 'code remise'}]	[{'Store name': 'Parfum moins cher'}, {'code': 'MDM0'}]
	à quand un autre code	 pour le moment nous n'avons pas de code de remise	['Discount', 'AskDetails']	[{'discount': 'code'}]	[{'Store name': 'Parfum moins cher'}, {'code': 'MDM0'}]
	Merci attendrai donc avant de passer une nouvelle commande	 au nom de toute l'équipe ParfumsMoinsCher.com, je vous souhaite une excellente journée.	['thanks']	[]	[{'Store name': 'Parfum moins cher'}, {'code': 'MDM0'}]
	Merci vous de même a propos avez vous la gamme à savoir Doorella ou Diorissimo	 https://www.parfumsmoinscher.com/produit/31236-diorama-de-christian-dior-eau-de-toilette-spray-100-ml-pour-femme.html < https://www.parfumsmoinscher.com/produit/31236-diorama-de-christian-dior-eau-de-toilette-spray-100-ml-pour-femme.html >  https://www.parfumsmoinscher.com/produit/5352-diorissimo-de-christian-dior-eau-de-toilette-spray-100-ml-pour-femme.html < https://www.parfumsmoinscher.com/produit/5352-diorissimo-de-christian-dior-eau-de-toilette-spray-100-ml-pour-femme.html >  https://www.parfumsmoinscher.com/produit/10973-diorella-de-christian-dior-eau-de-toilette-spray-100-ml-pour-femme.html < https://www.parfumsmoinscher.com/produit/10973-diorella-de-christian-dior-eau-de-toilette-spray-100-ml-pour-femme.html >	['ProductAvailable']	[{'article': 'Doorella'}, {'article': 'Diorissimo'}]	[{'Store name': 'Parfum moins cher'}, {'code': 'MDM0'}, {'article': 'Doorella Diorissimo'}]
	Merci et a bientôt	 au nom de toute l'équipe ParfumsMoinsCher.com, je vous souhaite une excellente journée.	['goodbye', 'thanks']	[]	[{'Store name': 'Parfum moins cher'}, {'code': 'MDM0'}, {'article': 'Doorella Diorissimo'}]
					
conv2073	je désire passer commande. je serais livrer avant Noël ?	 les délais de livraison dépendent de l'option de livraison choisie lors de votre commande. il faut ainsi compter entre 7 et 10 jours ouvrés pour une livraison en point relais ( France métropolitaine uniquement ) et entre 10 et 14 jours ouvrés pour une livraison à l'adresse de votre choix.	['deliveryTime']	[{'date': 'Noël'}, {'delivery': 'livrer'}]	[{'Store name': 'Parfum moins cher'}, {'date': '24/12'}]
	donc ?3  je livrée avant Noel	 une livraison en point relais vous assure effectivement une livraison avant Noël.	['AskDetails']	[{'delivery': 'livrée'}, {'date': 'Noël'}]	[{'Store name': 'Parfum moins cher'}, {'date': '24/12'}]
	Merci	au nom de toute l'équipe ParfumsMoinsCher.com, je vous souhaite une excellente journée.	['thanks']	[]	[{'Store name': 'Parfum moins cher'}, {'date': '24/12'}]
					
conv2192	 CDE 00 le premier envoi a échoué2   CDE 00 le premier envoi a échoué problème	 ce colis a bien été expédié et vous sera livré en fin de semaine Madame	['deliveryNews']	[{'order': '00'}]	[{'Store name': 'Parfum moins cher'}, {'order_nbr': '00'}]
	 vous voulez dire 2e envoi car depuis le 26 Mars il y a UN gros SOUCI	 nous rencontrons un retard inhabituel sur nos commandes du mois de mars et nous en sommes sincèrement désolés. nous attendons un retour du transporteur. nous vous invitons à revenir vers nous vendredi après midi si la livraison n'a pas été effectuée. Merci de votre patience et de votre compréhension.	['deliveryNews', 'CustomerComplaint']	[{'date': '26 mars'}]	[{'Store name': 'Parfum moins cher'}, {'order_nbr': '00'}]
	 vous êtes Sure que je serai livré cette année ! cela fait 3 fois que l'on me donne de nouveaux délais	 la livraison devrait avoir lieu en fin de semaine Madame	['deliveryNews', 'AskDetails', 'CustomerComplaint']	[{'date': 'cette année'}]	[{'Store name': 'Parfum moins cher'}, {'order_nbr': '00'}]
	 si en fin de semaine je ne V oi rien vous voudrez bien procéder au remboursement de mon article sous les meilleurs délais	 merci de nous recontacter vendredi si la livraison n'a pas eu lieu s'il vous plaît  au nom de toute l'équipe ParfumsMoinsCher.com, je vous souhaite une excellente journée.	['goodbye']	[{'refund': 'remboursement'}]	[{'Store name': 'Parfum moins cher'}, {'order_nbr': '00'}]
					
conv2196	 bonjour,   _Email1_ - bonjour, je n'ai pas reçu ma commande encore.	 que puis je faire pour vous ?  je regarde	['deliveryNews']	[{'email': '_Email1_'}]	[{'Store name': 'Parfum moins cher'}]
	 merci	 votre commande a bien été expédiée par nos services le 20 Août. comme indiqué lors du passage de votre commande, le délai de livraison avec l'option choisie est généralement compris entre 7 et 10 jours ouvrés à partir de la date d'expédition. votre colis devrait donc être remis dans le Point relais que vous avez choisi dans les prochains jours.  je vous invite à patienter encore un peu	['thanks']	[]	[{'Store name': 'Parfum moins cher'}]
	 d'accord, je attend un peu,   merci pour votre aide	 je vous souhaite une excellente journée	['oui', 'thanks']	[]	[{'Store name': 'Parfum moins cher'}]
					
conv2280	 je veux savoir 0'en est ma commande dièse 00	 je regarde, je vous demande un instant.  votre commande a bien été expédiée par nos services le 24 Mai. comme indiqué lors du passage de votre commande, le délai de livraison avec l'option choisie est généralement compris entre 7 et 10 jours ouvrés à partir de la date d'expédition. je vous invite à suivre l'acheminement de votre colis depuis le lien suivant :  https://www.chronopost.fr/tracking-no-cms/suivi-page?langue=fr&listeNumerosLT=XT58668875FR	['deliveryNews']	[{'order': '00'}]	[{'Store name': 'Parfum moins cher'}]
	 depuis le 24 mai le colis est toujours en préparation ! ! ! ! ! l'avancement n'est pas mentionné. quand vais je le recevoir.	" comme nous l'indiquons dans l'email contenant le lien de suivi, le statut peut rester en "" "" envoi prêt chez l'expéditeur "" "" durant quelques jours sans que cela n'impact la bonne livraison de votre colis. ceci est lié au fait que Chronopost ne propose pas de suivi aux Etats-Unis ; vous pourrez constater une mise à jour du suivi à l'arrivée du colis sur le territoire français dans les prochains jours."	['deliveryNews']	[{'status': 'en préparation'}, {'date': '24 mai'}]	[{'Store name': 'Parfum moins cher'}]
	 je suis en France normalement.	 nos colis sont expédiés des USA Madame	['deliveryPlace']	[{'place': 'France'}]	[{'Store name': 'Parfum moins cher'}, {'place': 'France'}]
	 alors aujourd'hui je comprends. doc je dois patienter. Merci	 au nom de toute l'équipe ParfumsMoinsCher.com, je vous souhaite une excellente journée.	['thanks']	[]	[{'Store name': 'Parfum moins cher'}, {'place': 'France'}]
					
conv2340	 bonjour   : je n'arrive pas à rentrer mon numéro de carte bancaire etc. pourquoi. . Merci	 est ce que cette carte accepte les paiements internationaux ?	['PaymentRefused']	[{'tool': 'carte bancaire'}]	[{'Store name': 'Parfum moins cher'}, {'payment_tool': 'cb'}]
	 : oui	 vous semblez avoir rencontrer un souci de paiement. nous sommes désolés de ce contretemps indépendant de notre volonté, et nous vous prions de bien vouloir nous excuser. je vous invite à contourner le souci. veuillez passer par paypal pour faire le paiement, on vous proposera alors 2 choix soit payer avec un compte paypal soit de payer avec votre carte bancaire habituel.	['rien']	[]	[{'Store name': 'Parfum moins cher'}, {'payment_tool': 'cb'}]
					
conv2345	 _Email1_2   commande 00   bonjour quel est le délai de livraison car j'ai commandé le 09/04/19 et toujours pas reçu etc   avec des frais de livraison à 14 € etc je m'attendais à une livraison bien plus rapide !	 comme indiqué lors de votre commande, le délai de livraison avec l'option choisie est compris entre 7 et 10 jours ouvrés. votre colis devrait donc vous parvenir en fin de semaine.	['deliveryNews']	[{'email': '_Email1_'}, {'delivery': 'livraison'}, {'date': '09/04/19'}, {'fdp': 'frais de livraison'}]	[{'Store name': 'Parfum moins cher'}, {'order_nbr': '00'}]
	 c'est très long pour le prix etc merci au revoir   PS : je ne suis pas sûre du tout de recommander un jour	 ce délai s'explique par le fait que nos produits sont expédiés depuis les USA. il s'agit malheureusement d'un délai incomprésible afin de profiter de remises avantageuses sur vos produits préférés.	['CustomerComplaint', 'goodbye']	[]	[{'Store name': 'Parfum moins cher'}, {'order_nbr': '00'}]
					
conv240	 bonjour ?	 je suis à votre écoute, que puis je faire pour vous ?	['saluer']	[]	[{'Store name': 'Parfum moins cher'}]
	 ma commande tarde à arriver ! ça fait 6 jours, et c'est du Chronopost, donnez moi des nouvelle svp	 votre commande a bien été expédiée par nos services le 10 Mars. comme indiqué lors du passage de votre commande, le délai de livraison avec l'option choisie est généralement compris entre 7 et 10 jours ouvrés à partir de la date d'expédition. je vous invite à suivre l'acheminement de votre colis depuis le lien suivant :  https://www.chronopost.fr/tracking-no-cms/suivi-page?langue=fr&listeNumerosLT=XT44128663FR	['deliveryNews']	[{'delay': 'tarde'}, {'transporter': 'Chronopost'}]	[{'Store name': 'Parfum moins cher'}]
	 je dois suivre ce lien, pour avoir des nouvelles ? c'est ça ?	 oui c'est bien cela Madame  vous pourrez constater une mise à jour du suivi à l'arrivée du colis sur le territoire français	['ReceptionAlert']	[{'follow-up': 'lien'}]	[{'Store name': 'Parfum moins cher'}]
	 ça vient d'où ? les livreurs viennent à pied ?	au nom de toute l'équipe ParfumsMoinsCher.com, je vous souhaite une excellente journée.	['delivery']	[]	[{'Store name': 'Parfum moins cher'}]
					
conv252	_Email2_2  je voulais savoir si ma commande a biens été pris en compte car j'ai été débité 2 fois de 244.94 car j'ai appelé ma banque  _Email1_	 je regarde, je vous demande un instant.  non je ne vois pas de commande  je vais vérifier la transaction  les deux paiements ont été refusés	['ConfirmationOrder']	[{'payment': 'débité'}, {'email': '_Email1_'}]	[{'Store name': 'Parfum moins cher'}, {'email': '_Email1_'}]
	merci bonne journée	 au nom de toute l'équipe ParfumsMoinsCher.com, je vous souhaite une excellente journée.	['goodbye', 'thanks']	[]	[{'Store name': 'Parfum moins cher'}, {'email': '_Email1_'}]
					
conv260	commande n°00 bonjour.cela fait 10 jour que ma commande a été expédié. elle n'est toujours pas en france	 j'effectue les recherches nécessaires, je vous demande un instant.  je vous invite à suivre le lien suivant.  http://www.chronopost.fr/tracking-no-cms/suivi-page?langue=fr&listeNumerosLT=XT00015098FR  votre colis a bien été pris en charge par le transporteur, il est actuellement en transit aérien. dès son arrivée sur le sol français, c'est Chronopost qui finalisera la commande.	['deliveryNews']	[{'order': '00'}, {'date': '10 jour'}, {'place': 'france'}]	[{'Store name': 'Parfum moins cher'}, {'order_nbr': '00'}]
	 votre lien n&#39 ; indique rien   cela fait 10jours	au nom de toute l'équipe ParfumsMoinsCher.com, je vous souhaite une excellente journée.	['ReceptionAlert']	[{'date': '10jours'}]	[{'Store name': 'Parfum moins cher'}, {'order_nbr': '00'}]
					
conv277	" nous étions en conversation à propos de ma commande mon colis est annoncé chez chrono post comme "" "" prêt chez l'expéditeur "" "" mais toujours rien reçu"	 vous avez reçu un autre produit et vous nous l'avez retourné  un renvoi a été effectué le 31 décembre	['CommuncationInterruption', 'deliveryNews']	"[{'transporter': 'chrono post'}, {'status': ""prêt chez l'expéditeur""}]"	[{'Store name': 'Parfum moins cher'}, {'operation': 'resend'}, {'status': 'ready'}]
	" oui j'avais reçu un parfum Chloé que j'ai photographié et retourne j'ai confirmé le parfum initialement commandé on m'a confirmé l'expédition le 31 / et depuis il est toujours considéré "" "" prêt chez l'expéditeur "" "" et rien ne bouge"	 il a bien été expédié  le lien sera mis à jour par Chronopost dès l'arrivée de votre colis sur le sol français très prochainement	['deliveryNews', 'AskDetails']	[{'article': 'Chloé'}, {'date': 'le 31'}]	[{'Store name': 'Parfum moins cher'}, {'operation': 'resend'}, {'status': 'ready'}]
	 non, quand je consulte le lien sur chrono post il est prêt chez l'expéditeur. vous ? depuis le 31/12 etc vous n'êtes pas en France ?6   une petite idée du délai ?	 nos produits sont expédiés depuis les Etats-Unis	['AskDetails', 'StoreLocation', 'deliveryTime']	"[{'follow-up': 'lien'}, {'transporter': 'chrono post'}, {'status': ""prêt chez l'expéditeur""}, {'date': '31/12'}, {'place': 'France'}]"	[{'Store name': 'Parfum moins cher'}, {'operation': 'resend'}, {'status': 'ready'}, {'store': 'location'}]
	 une idée du délai ?	 le délai est compris entre 7 et 10 jours ouvrés	['deliveryTime']	[]	[{'Store name': 'Parfum moins cher'}, {'operation': 'resend'}, {'status': 'ready'}, {'store': 'location'}]
	tétard : donc depuis le 31/12 ça suppose que je le reçoive entre le aujourd'hui et samedi ? si je n'ai rien samedi qu'est ce que je fais ?	 la livraison est prévue entre le 10 et le 15 janvier	['deliveryTime', 'AskDetails']	"[{'date': '31/12'}, {'date': ""entre aujourd'hui et samedi""}]"	[{'Store name': 'Parfum moins cher'}, {'operation': 'resend'}, {'status': 'ready'}, {'store': 'location'}]
	tétard : OK je le note et vous rappelle si je n'i rien le 15 Merci	 avez vous d'autres questions ?	['thanks', 'oui']	[{'date': 'le 15'}]	[{'Store name': 'Parfum moins cher'}, {'operation': 'resend'}, {'status': 'ready'}, {'store': 'location'}]
	 non	 au nom de toute l'équipe ParfumsMoinsCher.com, je vous souhaite une excellente journée.	['non']	[]	[{'Store name': 'Parfum moins cher'}, {'operation': 'resend'}, {'status': 'ready'}, {'store': 'location'}]
					
conv281	 : _Email1_2   commande 00 crèmes onctueuses lolitalempica abîmées	 je suis sincèrement désolée  pouvez vous nous envoyer une photo du produit reçu par mail ?	['damagedPackage']	[{'email': '_Email1_'}, {'order': '00'}, {'article': 'crèmes onctueuses lolitalempica'}, {'damaged': 'abîmées'}]	[{'Store name': 'Parfum moins cher'}, {'order_nbr': '00'}]
	 : x mails appels depuis5 jours aucune réponse   : la photo ne vous donnera pas l'odeur	 c'est la procédure  je vous invite à nous envoyer la photo et notre service client y répondra rapidement	['CustomerComplaint']	[{'channel': 'mails'}, {'date': '15 jours'}]	[{'Store name': 'Parfum moins cher'}, {'order_nbr': '00'}]
					
conv287	bonjour ?3  je souhaite avoir plus d'informations à propos de la commande numéro 10 ; en effet, elle est en attente d'envoi depuis 5 jours, je voulais savoir si vous aviez des informations ! merci à vous il y a )	 merci de me donner votre mail je vous prie	['deliveryNews']	[{'order': '10'}, {'date': '5 jours'}]	[{'Store name': 'Parfum moins cher'}, {'order_nbr': '00'}]
	_Email1_	 merci  j'effectue les recherches nécessaires, je vous demande un instant.  je vous invite à suivre le lien suivant.  https://www.chronopost.fr/tracking-no-cms/suivi-page?langue=fr&listeNumerosLT=XT13715403FR  votre colis a bien été pris en charge par le transporteur, il est actuellement en transit aérien. dès son arrivée sur le sol français, c'est Chronopost qui finalisera la commande.  A ce stade c'est normal et habituel compte tenu de nos délais. le lien va évoluer dès l'arrivée en France  je suis à votre service, n'hésitez pas si vous avez d'autres questions ou besoin de conseils.	[]	[{'email': '_Email1_'}]	[{'Store name': 'Parfum moins cher'}, {'order_nbr': '00'}, {'email': '_Email1_'}]
	Merci beaucoup de votre aide, je vous souhaite une bonne journée ! il y a )	au nom de toute l'équipe ParfumsMoinsCher.com, je vous souhaite une excellente journée.	['thanks', 'goodbye']	[]	[{'Store name': 'Parfum moins cher'}, {'order_nbr': '00'}, {'email': '_Email1_'}]
					
conv293	bonjour j'ai fait une commande le 26 août et je suis sans nouvelle ma commande est numéro 00 merci de m'aider cordialement	 votre commande a bien été expédiée par nos services le 26 Août. comme indiqué lors du passage de celle ci, le délai de livraison avec l'option choisie est généralement compris entre 10 et 14 jours ouvrés à compter de la date d'expédition. lorsque le colis aura été pris en charge par Chronopost, vous pourrez suivre son acheminement depuis le lien suivant : https://www.chronopost.fr/tracking-no-cms/suivi-page?langue=fr&listeNumerosLT=XU99664704FR	['deliveryNews']	[{'date': '26 août'}, {'order': '00'}]	[{'Store name': 'Parfum moins cher'}, {'country': 'USA'}, {'order_nbr': '00'}]
	 Merci mais lors de la commande la livraison était pour le septembre merci pour votre réponse je vais attendre bonne journée	 au nom de toute l'équipe ParfumsMoinsCher.com, je vous souhaite une excellente journée.	['goodbye']	[{'delivery': 'livraison'}, {'date': 'septembre'}]	[{'Store name': 'Parfum moins cher'}, {'country': 'USA'}, {'order_nbr': '00'}]
					
conv300	 bonjour  vernat : je voudrais savoir où en est ma commande	 je regarde, je vous demande un instant	['saluer', 'deliveryNews']	[]	[{'Store name': 'Parfum moins cher'}, {'email': '_Email1_'}]
	 merci	 je n'ai pas de commande associée à cette adresse mail  pouvez m'indiquer le numéro de commande ?	['thanks']	[]	[{'Store name': 'Parfum moins cher'}, {'email': '_Email1_'}]
	 eu h non je suis sur mon lieu de travail   pourtant ça a été prélevé le7/06	 avez vous utilisé une autre adresse mail pour la création de votre compte ?	['non']	[{'date': '27/06'}]	[{'Store name': 'Parfum moins cher'}, {'email': '_Email1_'}]
					
conv307	 bonjour, j'ai passé une commande hier, que j'ai réglée par carte bancaire, j'ai fait une capture d'écran du paiement, mais sur mon compte il apparaît que je n'ai pas de commande en cours, d'autre part je n'ai pas reçu confirmation de ma commande	 pourriez vous s'il vous plaît nous envoyer la preuve de paiement par mail  _Email1_ serviceclient.com	['ConfirmationOrder']	[{'tool': 'carte bancaire'}, {'payment': 'paiement'}, {'account': 'compte'}]	[{'Store name': 'Parfum moins cher'}]
	 je viens de le faire	 d'accord je traite votre dossier dès que nous aurons reçu votre mail Madame	['oui']	[]	[{'Store name': 'Parfum moins cher'}]
	 ok, vous devriez l'avoir reçu maintenant etc etc	 je m'occupe de votre dossier  je reviendrais vers vous par mail dans la matinée Madame	['oui']	[]	[{'Store name': 'Parfum moins cher'}]
	 merci, j'attends votre retour	 au nom de toute l'équipe ParfumsMoinsCher.com, je vous souhaite une excellente journée.	[]	[]	[{'Store name': 'Parfum moins cher'}]
	 merci, mais je serai rassurée lorsque ma commande sera effectivement prise en compte	au nom de toute l'équipe ParfumsMoinsCher.com, je vous souhaite une excellente journée.	[]	[{'mood': 'rassurée'}]	[{'Store name': 'Parfum moins cher'}]
					
conv313	 _Email1_2   CwmFYCaC	 que puis je faire pour vous ?	['rien']	[{'email': '_Email1_'}]	[{'Store name': 'Parfum moins cher'}]
	 serai je prévenue de la date de livraison ?	 oui Chronopost vous avertira par mail ou sms	['ReceptionAlert']	[{'delivery': 'livraison'}]	[{'Store name': 'Parfum moins cher'}]
	 DAC	 avez vous d'autres questions ?	['oui']	[]	[{'Store name': 'Parfum moins cher'}]
	 peut on changer le mot de passe que j'ai marqué	" oui vous devez vous rendre dans la rubrique "" "" mon compte "" "" puis informations personnelles"	['ChangeData']	[{'pwd': 'mot de passe'}]	[{'Store name': 'Parfum moins cher'}, {'data': 'pwd'}]
	 merci - terminé	au nom de toute l'équipe ParfumsMoinsCher.com, je vous souhaite une excellente journée.	['thanks', 'goodbye']	[]	[{'Store name': 'Parfum moins cher'}, {'data': 'pwd'}]
					
conv325	 bonjour	 je suis à votre écoute, que puis je faire pour vous ?	['saluer']	[]	[{'Store name': 'Parfum moins cher'}]
	 voilà mon adresse mail _Email1_3   j'ai passé une commande samedi et dans le suivi du colis je ne vois pas où il est	 pourriez vous m'indiquer votre numéro de commande s'il vous plaît ?	['deliveryNews']	[{'email': '_Email1_'}, {'date': 'samedi'}, {'follow-up': 'suivi'}]	[{'Store name': 'Parfum moins cher'}]
	 est ce que vous pouvez me dire à peut prêt quand il va être livré et si Chronopost le met dans la boîte aux lettre en cas d'ansence   car je pars vendredi et je reviens dimanche   00   vous pouvez me dire ?8   rassurez moi vous trouvez bien ma commande ?	 j'effectue les recherches nécessaires, je vous demande un instant.	['deliveryTime', 'deliveryPlace']	[{'transporter': 'Chronopost'}, {'home': 'boîte aux lettre'}, {'date': 'vendredi'}, {'date': 'dimanche'}, {'order': '00'}, {'mood': 'rassurez'}]	[{'Store name': 'Parfum moins cher'}, {'place': 'home'}, {'date': '6/?'}, {'order_nbr': '00'}]
					
conv330	bonjour,  je souhaiterais savoir si vous avez encore le Courrèges in blue s'il vous plaît.	 je regarde, je vous demande un instant.  nous sommes sincèrement désolés mais nous ne pouvons proposer ce produit pour le moment. nous vous invitons à vous rendre régulièrement sur notre site ou à vous inscrire à la newsletter afin de vous tenir informée des dernières nouveautés.  au nom de toute l'équipe ParfumsMoinsCher.com, je vous souhaite une excellente journée.	['ProductAvailable']	[{'article': 'Courrèges in blue'}]	[{'Store name': 'Parfum moins cher'}, {'article': 'Courrèges in blue'}]
					
conv341	 bonjour   j'ai passé une commande de parfum mais je n'ai pas reçu la totalité de ma commande	" effectivement je vois que le produit "" "" Valentino Donna de , eau De parfum spray 100 ml "" "" n'a pas été expédié"	['missingItem']	[{'missing': 'totalité'}]	[{'Store name': 'Parfum moins cher'}, {'article': 'Valentino Donna'}]
	 pourquoi	 il y a eu une erreur de préparation, nous en sommes désolés /  souhaitez vous son expédition ( sous 12 à 14 jours ) ou le remboursement ?	['deliveryNews']	[]	[{'Store name': 'Parfum moins cher'}, {'article': 'Valentino Donna'}]
	 ah non   12 14 jours	 vous optez donc pour le remboursement ?	['non']	[{'date': '12 14 jours'}]	[{'Store name': 'Parfum moins cher'}, {'article': 'Valentino Donna'}]
	 absolument   mais, je trouve que ce n'est pas sérieux de votre part	 je viens donc de procéder au remboursement du produit et des frais de port associés soit 95.98 euros	['oui', 'CustomerComplaint']	[]	[{'Store name': 'Parfum moins cher'}, {'article': 'Valentino Donna'}, {'operation': 'refund'}]
